Time,G1 - Min,G1 - Max,G1 - Cost
24/09/2019 13.00,0,1600,0.03795
24/09/2019 14.00,0,1600,0.03758
24/09/2019 15.00,0,1600,0.03758
24/09/2019 16.00,0,1600,0.03867
24/09/2019 17.00,0,1600,0.0395
24/09/2019 18.00,0,1600,0.04101
24/09/2019 19.00,0,1600,0.04078
24/09/2019 20.00,0,1600,0.03746
24/09/2019 21.00,0,1600,0.03623
24/09/2019 22.00,0,1600,0.03472
24/09/2019 23.00,0,1600,0.03516
25/09/2019 00.00,0,1600,0.03399
25/09/2019 01.00,0,1600,0.03381
25/09/2019 02.00,0,1600,0.03425
25/09/2019 03.00,0,1600,0.03498
25/09/2019 04.00,0,1600,0.03641
25/09/2019 05.00,0,1600,0.03813
25/09/2019 06.00,0,1600,0.0395
25/09/2019 07.00,0,1600,0.04121
25/09/2019 08.00,0,1600,0.04024
25/09/2019 09.00,0,1600,0.0398
25/09/2019 10.00,0,1600,0.03848
25/09/2019 11.00,0,1600,0.03797
25/09/2019 12.00,0,1600,0.03711
25/09/2019 13.00,0,1600,0.03702
25/09/2019 14.00,0,1600,0.03693
25/09/2019 15.00,0,1600,0.03673
25/09/2019 16.00,0,1600,0.03709
25/09/2019 17.00,0,1600,0.037
25/09/2019 18.00,0,1600,0.03732
25/09/2019 19.00,0,1600,0.03671
25/09/2019 20.00,0,1600,0.03599
25/09/2019 21.00,0,1600,0.03521
25/09/2019 22.00,0,1600,0.03467
25/09/2019 23.00,0,1600,0.03418
26/09/2019 00.00,0,1600,0.03292
26/09/2019 01.00,0,1600,0.03194
26/09/2019 02.00,0,1600,0.03233
26/09/2019 03.00,0,1600,0.03291
26/09/2019 04.00,0,1600,0.0349
26/09/2019 05.00,0,1600,0.03597
26/09/2019 06.00,0,1600,0.03838
26/09/2019 07.00,0,1600,0.03885
26/09/2019 08.00,0,1600,0.03854
26/09/2019 09.00,0,1600,0.03753
26/09/2019 10.00,0,1600,0.0377
26/09/2019 11.00,0,1600,0.0373
26/09/2019 12.00,0,1600,0.03711
26/09/2019 13.00,0,1600,0.0368
26/09/2019 14.00,0,1600,0.03647
26/09/2019 15.00,0,1600,0.03654
26/09/2019 16.00,0,1600,0.03763
26/09/2019 17.00,0,1600,0.03749
26/09/2019 18.00,0,1600,0.03835
26/09/2019 19.00,0,1600,0.03659
26/09/2019 20.00,0,1600,0.03525
26/09/2019 21.00,0,1600,0.03311
26/09/2019 22.00,0,1600,0.03124
26/09/2019 23.00,0,1600,0.03101
27/09/2019 00.00,0,1600,0.03036
27/09/2019 01.00,0,1600,0.02978
27/09/2019 02.00,0,1600,0.03061
27/09/2019 03.00,0,1600,0.03128
27/09/2019 04.00,0,1600,0.03196
27/09/2019 05.00,0,1600,0.03494
27/09/2019 06.00,0,1600,0.03548
27/09/2019 07.00,0,1600,0.03581
27/09/2019 08.00,0,1600,0.0357
27/09/2019 09.00,0,1600,0.03557
27/09/2019 10.00,0,1600,0.03533
27/09/2019 11.00,0,1600,0.0362
27/09/2019 12.00,0,1600,0.03572
27/09/2019 13.00,0,1600,0.03446
27/09/2019 14.00,0,1600,0.03394
27/09/2019 15.00,0,1600,0.03475
27/09/2019 16.00,0,1600,0.03537
27/09/2019 17.00,0,1600,0.03478
27/09/2019 18.00,0,1600,0.03474
27/09/2019 19.00,0,1600,0.03414
27/09/2019 20.00,0,1600,0.03408
27/09/2019 21.00,0,1600,0.03301
27/09/2019 22.00,0,1600,0.03106
27/09/2019 23.00,0,1600,0.03155
28/09/2019 00.00,0,1600,0.03122
28/09/2019 01.00,0,1600,0.02985
28/09/2019 02.00,0,1600,0.02879
28/09/2019 03.00,0,1600,0.02886
28/09/2019 04.00,0,1600,0.03045
28/09/2019 05.00,0,1600,0.02977
28/09/2019 06.00,0,1600,0.03001
28/09/2019 07.00,0,1600,0.03292
28/09/2019 08.00,0,1600,0.03336
28/09/2019 09.00,0,1600,0.0321
28/09/2019 10.00,0,1600,0.03168
28/09/2019 11.00,0,1600,0.03143
28/09/2019 12.00,0,1600,0.03125
28/09/2019 13.00,0,1600,0.03109
28/09/2019 14.00,0,1600,0.03105
28/09/2019 15.00,0,1600,0.03136
28/09/2019 16.00,0,1600,0.03228
28/09/2019 17.00,0,1600,0.03361
28/09/2019 18.00,0,1600,0.03391
28/09/2019 19.00,0,1600,0.03291
28/09/2019 20.00,0,1600,0.0305
28/09/2019 21.00,0,1600,0.0297
28/09/2019 22.00,0,1600,0.02985
28/09/2019 23.00,0,1600,0.03073
29/09/2019 00.00,0,1600,0.03009
29/09/2019 01.00,0,1600,0.02859
29/09/2019 02.00,0,1600,0.02744
29/09/2019 03.00,0,1600,0.02772
29/09/2019 04.00,0,1600,0.02836
29/09/2019 05.00,0,1600,0.02885
29/09/2019 06.00,0,1600,0.02953
29/09/2019 07.00,0,1600,0.03036
29/09/2019 08.00,0,1600,0.0315
29/09/2019 09.00,0,1600,0.03201
29/09/2019 10.00,0,1600,0.0319
29/09/2019 11.00,0,1600,0.0318
29/09/2019 12.00,0,1600,0.03163
29/09/2019 13.00,0,1600,0.03165
29/09/2019 14.00,0,1600,0.03155
29/09/2019 15.00,0,1600,0.03172
29/09/2019 16.00,0,1600,0.03244
29/09/2019 17.00,0,1600,0.03345
29/09/2019 18.00,0,1600,0.03413
29/09/2019 19.00,0,1600,0.03383
29/09/2019 20.00,0,1600,0.03291
29/09/2019 21.00,0,1600,0.03194
29/09/2019 22.00,0,1600,0.0297
29/09/2019 23.00,0,1600,0.02876
30/09/2019 00.00,0,1600,0.02732
30/09/2019 01.00,0,1600,0.02683
30/09/2019 02.00,0,1600,0.02713
30/09/2019 03.00,0,1600,0.02797
30/09/2019 04.00,0,1600,0.03121
30/09/2019 05.00,0,1600,0.03341
30/09/2019 06.00,0,1600,0.03457
30/09/2019 07.00,0,1600,0.03652
30/09/2019 08.00,0,1600,0.03416
30/09/2019 09.00,0,1600,0.03433
30/09/2019 10.00,0,1600,0.03383
30/09/2019 11.00,0,1600,0.03381
30/09/2019 12.00,0,1600,0.03373
30/09/2019 13.00,0,1600,0.03357
30/09/2019 14.00,0,1600,0.03328
30/09/2019 15.00,0,1600,0.03349
30/09/2019 16.00,0,1600,0.03452
30/09/2019 17.00,0,1600,0.03483
30/09/2019 18.00,0,1600,0.03513
30/09/2019 19.00,0,1600,0.03503
30/09/2019 20.00,0,1600,0.03438
30/09/2019 21.00,0,1600,0.03367
30/09/2019 22.00,0,1600,0.0322
30/09/2019 23.00,0,1600,0.03208
01/10/2019 00.00,0,1600,0.03126
01/10/2019 01.00,0,1600,0.03004
01/10/2019 02.00,0,1600,0.0302
01/10/2019 03.00,0,1600,0.03013
01/10/2019 04.00,0,1600,0.03301
01/10/2019 05.00,0,1600,0.0341
01/10/2019 06.00,0,1600,0.03524
01/10/2019 07.00,0,1600,0.0354
01/10/2019 08.00,0,1600,0.03531
01/10/2019 09.00,0,1600,0.03521
01/10/2019 10.00,0,1600,0.03507
01/10/2019 11.00,0,1600,0.03499
01/10/2019 12.00,0,1600,0.03487
01/10/2019 13.00,0,1600,0.03494
01/10/2019 14.00,0,1600,0.03493
01/10/2019 15.00,0,1600,0.03491
01/10/2019 16.00,0,1600,0.03495
01/10/2019 17.00,0,1600,0.03494
01/10/2019 18.00,0,1600,0.03509
01/10/2019 19.00,0,1600,0.03512
01/10/2019 20.00,0,1600,0.03452
01/10/2019 21.00,0,1600,0.03398
01/10/2019 22.00,0,1600,0.03285
01/10/2019 23.00,0,1600,0.03249
02/10/2019 00.00,0,1600,0.031
02/10/2019 01.00,0,1600,0.03094
02/10/2019 02.00,0,1600,0.03132
02/10/2019 03.00,0,1600,0.0322
02/10/2019 04.00,0,1600,0.0338
02/10/2019 05.00,0,1600,0.03497
02/10/2019 06.00,0,1600,0.03545
02/10/2019 07.00,0,1600,0.03577
02/10/2019 08.00,0,1600,0.03578
02/10/2019 09.00,0,1600,0.03587
02/10/2019 10.00,0,1600,0.03591
02/10/2019 11.00,0,1600,0.03628
02/10/2019 12.00,0,1600,0.03558
02/10/2019 13.00,0,1600,0.03522
02/10/2019 14.00,0,1600,0.03492
02/10/2019 15.00,0,1600,0.03517
02/10/2019 16.00,0,1600,0.0362
02/10/2019 17.00,0,1600,0.03624
02/10/2019 18.00,0,1600,0.03667
02/10/2019 19.00,0,1600,0.03651
02/10/2019 20.00,0,1600,0.03595
02/10/2019 21.00,0,1600,0.03469
02/10/2019 22.00,0,1600,0.03298
02/10/2019 23.00,0,1600,0.03335
03/10/2019 00.00,0,1600,0.03229
03/10/2019 01.00,0,1600,0.03006
03/10/2019 02.00,0,1600,0.03006
03/10/2019 03.00,0,1600,0.03293
03/10/2019 04.00,0,1600,0.03394
03/10/2019 05.00,0,1600,0.0357
03/10/2019 06.00,0,1600,0.0368
03/10/2019 07.00,0,1600,0.03781
03/10/2019 08.00,0,1600,0.0377
03/10/2019 09.00,0,1600,0.03755
03/10/2019 10.00,0,1600,0.03746
03/10/2019 11.00,0,1600,0.03728
03/10/2019 12.00,0,1600,0.03709
03/10/2019 13.00,0,1600,0.03674
03/10/2019 14.00,0,1600,0.03682
03/10/2019 15.00,0,1600,0.03684
03/10/2019 16.00,0,1600,0.0369
03/10/2019 17.00,0,1600,0.03698
03/10/2019 18.00,0,1600,0.03714
03/10/2019 19.00,0,1600,0.03675
03/10/2019 20.00,0,1600,0.03611
03/10/2019 21.00,0,1600,0.03605
03/10/2019 22.00,0,1600,0.03513
03/10/2019 23.00,0,1600,0.03637
04/10/2019 00.00,0,1600,0.03496
04/10/2019 01.00,0,1600,0.03418
04/10/2019 02.00,0,1600,0.03378
04/10/2019 03.00,0,1600,0.03471
04/10/2019 04.00,0,1600,0.03566
04/10/2019 05.00,0,1600,0.037
04/10/2019 06.00,0,1600,0.03776
04/10/2019 07.00,0,1600,0.03888
04/10/2019 08.00,0,1600,0.03886
04/10/2019 09.00,0,1600,0.03888
04/10/2019 10.00,0,1600,0.03847
04/10/2019 11.00,0,1600,0.0381
04/10/2019 12.00,0,1600,0.03792
04/10/2019 13.00,0,1600,0.03753
04/10/2019 14.00,0,1600,0.03728
04/10/2019 15.00,0,1600,0.03724
04/10/2019 16.00,0,1600,0.03748
04/10/2019 17.00,0,1600,0.03761
04/10/2019 18.00,0,1600,0.03769
04/10/2019 19.00,0,1600,0.03687
04/10/2019 20.00,0,1600,0.03633
04/10/2019 21.00,0,1600,0.03587
04/10/2019 22.00,0,1600,0.03435
04/10/2019 23.00,0,1600,0.03485
05/10/2019 00.00,0,1600,0.03432
05/10/2019 01.00,0,1600,0.03321
05/10/2019 02.00,0,1600,0.03235
05/10/2019 03.00,0,1600,0.03221
05/10/2019 04.00,0,1600,0.03292
05/10/2019 05.00,0,1600,0.03392
05/10/2019 06.00,0,1600,0.03449
05/10/2019 07.00,0,1600,0.03574
05/10/2019 08.00,0,1600,0.03676
05/10/2019 09.00,0,1600,0.03746
05/10/2019 10.00,0,1600,0.0377
05/10/2019 11.00,0,1600,0.03718
05/10/2019 12.00,0,1600,0.03651
05/10/2019 13.00,0,1600,0.03593
05/10/2019 14.00,0,1600,0.03627
05/10/2019 15.00,0,1600,0.03721
05/10/2019 16.00,0,1600,0.03808
05/10/2019 17.00,0,1600,0.03873
05/10/2019 18.00,0,1600,0.03893
05/10/2019 19.00,0,1600,0.038
05/10/2019 20.00,0,1600,0.0375
05/10/2019 21.00,0,1600,0.03699
05/10/2019 22.00,0,1600,0.0359
05/10/2019 23.00,0,1600,0.03535
06/10/2019 00.00,0,1600,0.03464
06/10/2019 01.00,0,1600,0.03403
06/10/2019 02.00,0,1600,0.03358
06/10/2019 03.00,0,1600,0.03361
06/10/2019 04.00,0,1600,0.03385
06/10/2019 05.00,0,1600,0.03402
06/10/2019 06.00,0,1600,0.03428
06/10/2019 07.00,0,1600,0.03503
06/10/2019 08.00,0,1600,0.03585
06/10/2019 09.00,0,1600,0.03655
06/10/2019 10.00,0,1600,0.03652
06/10/2019 11.00,0,1600,0.03608
06/10/2019 12.00,0,1600,0.03569
06/10/2019 13.00,0,1600,0.03543
06/10/2019 14.00,0,1600,0.03547
06/10/2019 15.00,0,1600,0.03574
06/10/2019 16.00,0,1600,0.03664
06/10/2019 17.00,0,1600,0.03771
06/10/2019 18.00,0,1600,0.03942
06/10/2019 19.00,0,1600,0.03726
06/10/2019 20.00,0,1600,0.03609
06/10/2019 21.00,0,1600,0.03536
06/10/2019 22.00,0,1600,0.03439
06/10/2019 23.00,0,1600,0.03339
07/10/2019 00.00,0,1600,0.03328
07/10/2019 01.00,0,1600,0.03322
07/10/2019 02.00,0,1600,0.03334
07/10/2019 03.00,0,1600,0.03419
07/10/2019 04.00,0,1600,0.03616
07/10/2019 05.00,0,1600,0.03782
07/10/2019 06.00,0,1600,0.03758
07/10/2019 07.00,0,1600,0.03945
07/10/2019 08.00,0,1600,0.04138
07/10/2019 09.00,0,1600,0.04439
07/10/2019 10.00,0,1600,0.04362
07/10/2019 11.00,0,1600,0.04181
07/10/2019 12.00,0,1600,0.04142
07/10/2019 13.00,0,1600,0.04098
07/10/2019 14.00,0,1600,0.04091
07/10/2019 15.00,0,1600,0.0409
07/10/2019 16.00,0,1600,0.04088
07/10/2019 17.00,0,1600,0.04098
07/10/2019 18.00,0,1600,0.04097
07/10/2019 19.00,0,1600,0.04049
07/10/2019 20.00,0,1600,0.0386
07/10/2019 21.00,0,1600,0.03731
07/10/2019 22.00,0,1600,0.03581
07/10/2019 23.00,0,1600,0.03568
08/10/2019 00.00,0,1600,0.03491
08/10/2019 01.00,0,1600,0.03435
08/10/2019 02.00,0,1600,0.03403
08/10/2019 03.00,0,1600,0.03441
08/10/2019 04.00,0,1600,0.0361
08/10/2019 05.00,0,1600,0.03691
08/10/2019 06.00,0,1600,0.03787
08/10/2019 07.00,0,1600,0.04168
08/10/2019 08.00,0,1600,0.04138
08/10/2019 09.00,0,1600,0.04016
08/10/2019 10.00,0,1600,0.03873
08/10/2019 11.00,0,1600,0.03754
08/10/2019 12.00,0,1600,0.03695
08/10/2019 13.00,0,1600,0.03654
08/10/2019 14.00,0,1600,0.03653
08/10/2019 15.00,0,1600,0.03756
08/10/2019 16.00,0,1600,0.03911
08/10/2019 17.00,0,1600,0.04042
08/10/2019 18.00,0,1600,0.04035
08/10/2019 19.00,0,1600,0.03788
08/10/2019 20.00,0,1600,0.03593
08/10/2019 21.00,0,1600,0.0349
08/10/2019 22.00,0,1600,0.03362
08/10/2019 23.00,0,1600,0.03417
09/10/2019 00.00,0,1600,0.03407
09/10/2019 01.00,0,1600,0.03387
09/10/2019 02.00,0,1600,0.03387
09/10/2019 03.00,0,1600,0.03406
09/10/2019 04.00,0,1600,0.03505
09/10/2019 05.00,0,1600,0.03654
09/10/2019 06.00,0,1600,0.03867
09/10/2019 07.00,0,1600,0.03943
09/10/2019 08.00,0,1600,0.03928
09/10/2019 09.00,0,1600,0.0392
09/10/2019 10.00,0,1600,0.03919
09/10/2019 11.00,0,1600,0.03788
09/10/2019 12.00,0,1600,0.03689
09/10/2019 13.00,0,1600,0.03667
09/10/2019 14.00,0,1600,0.03642
09/10/2019 15.00,0,1600,0.03652
09/10/2019 16.00,0,1600,0.0376
09/10/2019 17.00,0,1600,0.03826
09/10/2019 18.00,0,1600,0.03821
09/10/2019 19.00,0,1600,0.03813
09/10/2019 20.00,0,1600,0.03683
09/10/2019 21.00,0,1600,0.03541
09/10/2019 22.00,0,1600,0.0341
09/10/2019 23.00,0,1600,0.03349
10/10/2019 00.00,0,1600,0.03314
10/10/2019 01.00,0,1600,0.03298
10/10/2019 02.00,0,1600,0.03296
10/10/2019 03.00,0,1600,0.03344
10/10/2019 04.00,0,1600,0.03449
10/10/2019 05.00,0,1600,0.03574
10/10/2019 06.00,0,1600,0.03741
10/10/2019 07.00,0,1600,0.03892
10/10/2019 08.00,0,1600,0.03919
10/10/2019 09.00,0,1600,0.03759
10/10/2019 10.00,0,1600,0.03679
10/10/2019 11.00,0,1600,0.03609
10/10/2019 12.00,0,1600,0.03581
10/10/2019 13.00,0,1600,0.03527
10/10/2019 14.00,0,1600,0.03521
10/10/2019 15.00,0,1600,0.03522
10/10/2019 16.00,0,1600,0.03601
10/10/2019 17.00,0,1600,0.03673
10/10/2019 18.00,0,1600,0.03708
10/10/2019 19.00,0,1600,0.03626
10/10/2019 20.00,0,1600,0.03495
10/10/2019 21.00,0,1600,0.03391
10/10/2019 22.00,0,1600,0.0326
10/10/2019 23.00,0,1600,0.03205
11/10/2019 00.00,0,1600,0.02889
11/10/2019 01.00,0,1600,0.02423
11/10/2019 02.00,0,1600,0.0253
11/10/2019 03.00,0,1600,0.03227
11/10/2019 04.00,0,1600,0.03292
11/10/2019 05.00,0,1600,0.03401
11/10/2019 06.00,0,1600,0.03543
11/10/2019 07.00,0,1600,0.03692
11/10/2019 08.00,0,1600,0.03622
11/10/2019 09.00,0,1600,0.0351
11/10/2019 10.00,0,1600,0.03498
11/10/2019 11.00,0,1600,0.03475
11/10/2019 12.00,0,1600,0.03442
11/10/2019 13.00,0,1600,0.03414
11/10/2019 14.00,0,1600,0.03385
11/10/2019 15.00,0,1600,0.03379
11/10/2019 16.00,0,1600,0.03419
11/10/2019 17.00,0,1600,0.03476
11/10/2019 18.00,0,1600,0.03492
11/10/2019 19.00,0,1600,0.03426
11/10/2019 20.00,0,1600,0.03361
11/10/2019 21.00,0,1600,0.03281
11/10/2019 22.00,0,1600,0.02755
11/10/2019 23.00,0,1600,0.03274
12/10/2019 00.00,0,1600,0.03265
12/10/2019 01.00,0,1600,0.03225
12/10/2019 02.00,0,1600,0.03091
12/10/2019 03.00,0,1600,0.0322
12/10/2019 04.00,0,1600,0.03258
12/10/2019 05.00,0,1600,0.0329
12/10/2019 06.00,0,1600,0.03325
12/10/2019 07.00,0,1600,0.03378
12/10/2019 08.00,0,1600,0.0346
12/10/2019 09.00,0,1600,0.03524
12/10/2019 10.00,0,1600,0.03497
12/10/2019 11.00,0,1600,0.03448
12/10/2019 12.00,0,1600,0.0341
12/10/2019 13.00,0,1600,0.03368
12/10/2019 14.00,0,1600,0.03362
12/10/2019 15.00,0,1600,0.03391
12/10/2019 16.00,0,1600,0.03574
12/10/2019 17.00,0,1600,0.03747
12/10/2019 18.00,0,1600,0.03785
12/10/2019 19.00,0,1600,0.037
12/10/2019 20.00,0,1600,0.03457
12/10/2019 21.00,0,1600,0.03361
12/10/2019 22.00,0,1600,0.03258
12/10/2019 23.00,0,1600,0.0334
13/10/2019 00.00,0,1600,0.03338
13/10/2019 01.00,0,1600,0.03326
13/10/2019 02.00,0,1600,0.03329
13/10/2019 03.00,0,1600,0.03341
13/10/2019 04.00,0,1600,0.03383
13/10/2019 05.00,0,1600,0.0338
13/10/2019 06.00,0,1600,0.03431
13/10/2019 07.00,0,1600,0.03507
13/10/2019 08.00,0,1600,0.0358
13/10/2019 09.00,0,1600,0.03633
13/10/2019 10.00,0,1600,0.03632
13/10/2019 11.00,0,1600,0.03627
13/10/2019 12.00,0,1600,0.0359
13/10/2019 13.00,0,1600,0.03582
13/10/2019 14.00,0,1600,0.0358
13/10/2019 15.00,0,1600,0.03598
13/10/2019 16.00,0,1600,0.03694
13/10/2019 17.00,0,1600,0.03736
13/10/2019 18.00,0,1600,0.0374
13/10/2019 19.00,0,1600,0.03592
13/10/2019 20.00,0,1600,0.03548
13/10/2019 21.00,0,1600,0.03481
13/10/2019 22.00,0,1600,0.0338
13/10/2019 23.00,0,1600,0.03175
14/10/2019 00.00,0,1600,0.02896
14/10/2019 01.00,0,1600,0.02818
14/10/2019 02.00,0,1600,0.03004
14/10/2019 03.00,0,1600,0.03174
14/10/2019 04.00,0,1600,0.03318
14/10/2019 05.00,0,1600,0.03527
14/10/2019 06.00,0,1600,0.03902
14/10/2019 07.00,0,1600,0.03976
14/10/2019 08.00,0,1600,0.03949
14/10/2019 09.00,0,1600,0.03957
14/10/2019 10.00,0,1600,0.03942
14/10/2019 11.00,0,1600,0.03956
14/10/2019 12.00,0,1600,0.03959
14/10/2019 13.00,0,1600,0.0395
14/10/2019 14.00,0,1600,0.03969
14/10/2019 15.00,0,1600,0.0398
14/10/2019 16.00,0,1600,0.03979
14/10/2019 17.00,0,1600,0.04227
14/10/2019 18.00,0,1600,0.04096
14/10/2019 19.00,0,1600,0.039
14/10/2019 20.00,0,1600,0.03935
14/10/2019 21.00,0,1600,0.0366
14/10/2019 22.00,0,1600,0.03462
14/10/2019 23.00,0,1600,0.03441
15/10/2019 00.00,0,1600,0.03406
15/10/2019 01.00,0,1600,0.03386
15/10/2019 02.00,0,1600,0.03384
15/10/2019 03.00,0,1600,0.03413
15/10/2019 04.00,0,1600,0.03518
15/10/2019 05.00,0,1600,0.04061
15/10/2019 06.00,0,1600,0.05264
15/10/2019 07.00,0,1600,0.05521
15/10/2019 08.00,0,1600,0.0548
15/10/2019 09.00,0,1600,0.05176
15/10/2019 10.00,0,1600,0.05062
15/10/2019 11.00,0,1600,0.0479
15/10/2019 12.00,0,1600,0.04664
15/10/2019 13.00,0,1600,0.04458
15/10/2019 14.00,0,1600,0.04538
15/10/2019 15.00,0,1600,0.04567
15/10/2019 16.00,0,1600,0.04727
15/10/2019 17.00,0,1600,0.04688
15/10/2019 18.00,0,1600,0.0445
15/10/2019 19.00,0,1600,0.04197
15/10/2019 20.00,0,1600,0.03965
15/10/2019 21.00,0,1600,0.03793
15/10/2019 22.00,0,1600,0.03406
15/10/2019 23.00,0,1600,0.03481
16/10/2019 00.00,0,1600,0.03411
16/10/2019 01.00,0,1600,0.03397
16/10/2019 02.00,0,1600,0.03398
16/10/2019 03.00,0,1600,0.03443
16/10/2019 04.00,0,1600,0.03544
16/10/2019 05.00,0,1600,0.0446
16/10/2019 06.00,0,1600,0.04248
16/10/2019 07.00,0,1600,0.04187
16/10/2019 08.00,0,1600,0.04083
16/10/2019 09.00,0,1600,0.04027
16/10/2019 10.00,0,1600,0.04075
16/10/2019 11.00,0,1600,0.04053
16/10/2019 12.00,0,1600,0.04485
16/10/2019 13.00,0,1600,0.03985
16/10/2019 14.00,0,1600,0.03998
16/10/2019 15.00,0,1600,0.03998
16/10/2019 16.00,0,1600,0.03948
16/10/2019 17.00,0,1600,0.03898
16/10/2019 18.00,0,1600,0.03867
16/10/2019 19.00,0,1600,0.03838
16/10/2019 20.00,0,1600,0.03707
16/10/2019 21.00,0,1600,0.03544
16/10/2019 22.00,0,1600,0.03312
16/10/2019 23.00,0,1600,0.03385
17/10/2019 00.00,0,1600,0.03329
17/10/2019 01.00,0,1600,0.03285
17/10/2019 02.00,0,1600,0.0328
17/10/2019 03.00,0,1600,0.03359
17/10/2019 04.00,0,1600,0.0346
17/10/2019 05.00,0,1600,0.03665
17/10/2019 06.00,0,1600,0.03814
17/10/2019 07.00,0,1600,0.03891
17/10/2019 08.00,0,1600,0.03971
17/10/2019 09.00,0,1600,0.03993
17/10/2019 10.00,0,1600,0.03967
17/10/2019 11.00,0,1600,0.03954
17/10/2019 12.00,0,1600,0.03957
17/10/2019 13.00,0,1600,0.0389
17/10/2019 14.00,0,1600,0.0378
17/10/2019 15.00,0,1600,0.03778
17/10/2019 16.00,0,1600,0.03774
17/10/2019 17.00,0,1600,0.03877
17/10/2019 18.00,0,1600,0.04021
17/10/2019 19.00,0,1600,0.03999
17/10/2019 20.00,0,1600,0.03983
17/10/2019 21.00,0,1600,0.03934
17/10/2019 22.00,0,1600,0.03558
17/10/2019 23.00,0,1600,0.03581
18/10/2019 00.00,0,1600,0.03562
18/10/2019 01.00,0,1600,0.03543
18/10/2019 02.00,0,1600,0.03547
18/10/2019 03.00,0,1600,0.03571
18/10/2019 04.00,0,1600,0.03635
18/10/2019 05.00,0,1600,0.0382
18/10/2019 06.00,0,1600,0.03973
18/10/2019 07.00,0,1600,0.03982
18/10/2019 08.00,0,1600,0.03978
18/10/2019 09.00,0,1600,0.03969
18/10/2019 10.00,0,1600,0.03953
18/10/2019 11.00,0,1600,0.03831
18/10/2019 12.00,0,1600,0.03793
18/10/2019 13.00,0,1600,0.03754
18/10/2019 14.00,0,1600,0.03665
18/10/2019 15.00,0,1600,0.03664
18/10/2019 16.00,0,1600,0.03761
18/10/2019 17.00,0,1600,0.03951
18/10/2019 18.00,0,1600,0.03825
18/10/2019 19.00,0,1600,0.03582
18/10/2019 20.00,0,1600,0.03504
18/10/2019 21.00,0,1600,0.03456
18/10/2019 22.00,0,1600,0.03361
18/10/2019 23.00,0,1600,0.03503
19/10/2019 00.00,0,1600,0.03403
19/10/2019 01.00,0,1600,0.03201
19/10/2019 02.00,0,1600,0.03118
19/10/2019 03.00,0,1600,0.03131
19/10/2019 04.00,0,1600,0.03127
19/10/2019 05.00,0,1600,0.03349
19/10/2019 06.00,0,1600,0.03301
19/10/2019 07.00,0,1600,0.03376
19/10/2019 08.00,0,1600,0.03514
19/10/2019 09.00,0,1600,0.036
19/10/2019 10.00,0,1600,0.03653
19/10/2019 11.00,0,1600,0.0352
19/10/2019 12.00,0,1600,0.03478
19/10/2019 13.00,0,1600,0.0346
19/10/2019 14.00,0,1600,0.03462
19/10/2019 15.00,0,1600,0.03568
19/10/2019 16.00,0,1600,0.03755
19/10/2019 17.00,0,1600,0.03751
19/10/2019 18.00,0,1600,0.03742
19/10/2019 19.00,0,1600,0.03707
19/10/2019 20.00,0,1600,0.03508
19/10/2019 21.00,0,1600,0.03505
19/10/2019 22.00,0,1600,0.03318
19/10/2019 23.00,0,1600,0.02999
20/10/2019 00.00,0,1600,0.02601
20/10/2019 01.00,0,1600,0.02701
20/10/2019 02.00,0,1600,0.0269
20/10/2019 03.00,0,1600,0.02651
20/10/2019 04.00,0,1600,0.03097
20/10/2019 05.00,0,1600,0.02769
20/10/2019 06.00,0,1600,0.03341
20/10/2019 07.00,0,1600,0.03457
20/10/2019 08.00,0,1600,0.03637
20/10/2019 09.00,0,1600,0.03747
20/10/2019 10.00,0,1600,0.03809
20/10/2019 11.00,0,1600,0.0379
20/10/2019 12.00,0,1600,0.03643
20/10/2019 13.00,0,1600,0.03633
20/10/2019 14.00,0,1600,0.03639
20/10/2019 15.00,0,1600,0.03692
20/10/2019 16.00,0,1600,0.03829
20/10/2019 17.00,0,1600,0.03938
20/10/2019 18.00,0,1600,0.03998
20/10/2019 19.00,0,1600,0.03964
20/10/2019 20.00,0,1600,0.03894
20/10/2019 21.00,0,1600,0.03807
20/10/2019 22.00,0,1600,0.03602
20/10/2019 23.00,0,1600,0.0329
21/10/2019 00.00,0,1600,0.03239
21/10/2019 01.00,0,1600,0.03272
21/10/2019 02.00,0,1600,0.03354
21/10/2019 03.00,0,1600,0.03569
21/10/2019 04.00,0,1600,0.03758
21/10/2019 05.00,0,1600,0.03924
21/10/2019 06.00,0,1600,0.04431
21/10/2019 07.00,0,1600,0.05154
21/10/2019 08.00,0,1600,0.05447
21/10/2019 09.00,0,1600,0.05061
21/10/2019 10.00,0,1600,0.05032
21/10/2019 11.00,0,1600,0.04557
21/10/2019 12.00,0,1600,0.04414
21/10/2019 13.00,0,1600,0.04521
21/10/2019 14.00,0,1600,0.04771
21/10/2019 15.00,0,1600,0.04067
21/10/2019 16.00,0,1600,0.04017
21/10/2019 17.00,0,1600,0.04508
21/10/2019 18.00,0,1600,0.04024
21/10/2019 19.00,0,1600,0.03927
21/10/2019 20.00,0,1600,0.03896
21/10/2019 21.00,0,1600,0.03815
21/10/2019 22.00,0,1600,0.03686
21/10/2019 23.00,0,1600,0.03468
22/10/2019 00.00,0,1600,0.03436
22/10/2019 01.00,0,1600,0.03381
22/10/2019 02.00,0,1600,0.03184
22/10/2019 03.00,0,1600,0.03369
22/10/2019 04.00,0,1600,0.03458
22/10/2019 05.00,0,1600,0.03571
