Time,W1 - Min,W1 - Max,W1 - Cost
22/10/2019 01.00,0,106.18,0
22/10/2019 02.00,0,125.74,0
22/10/2019 03.00,0,146.906,0
22/10/2019 04.00,0,174.816,0
22/10/2019 05.00,0,217.158,0
22/10/2019 06.00,0,216.497,0
22/10/2019 07.00,0,195.752,0
22/10/2019 08.00,0,186.78,0
22/10/2019 09.00,0,189.453,0
22/10/2019 10.00,0,220.657,0
22/10/2019 11.00,0,250.361,0
22/10/2019 12.00,0,257.227,0
22/10/2019 13.00,0,263.602,0
22/10/2019 14.00,0,258.393,0
22/10/2019 15.00,0,250.357,0
22/10/2019 16.00,0,236.034,0
22/10/2019 17.00,0,246.925,0
22/10/2019 18.00,0,260.477,0
22/10/2019 19.00,0,266.497,0
22/10/2019 20.00,0,274.863,0
22/10/2019 21.00,0,278.298,0
22/10/2019 22.00,0,268.431,0
22/10/2019 23.00,0,248.713,0
23/10/2019 00.00,0,239.353,0
23/10/2019 01.00,0,227.293,0
23/10/2019 02.00,0,208.716,0
23/10/2019 03.00,0,181.048,0
23/10/2019 04.00,0,154.106,0
23/10/2019 05.00,0,142.552,0
23/10/2019 06.00,0,144.44,0
23/10/2019 07.00,0,145.309,0
23/10/2019 08.00,0,131.184,0
23/10/2019 09.00,0,121.491,0
23/10/2019 10.00,0,134.822,0
23/10/2019 11.00,0,136.751,0
23/10/2019 12.00,0,112.618,0
23/10/2019 13.00,0,85.974,0
23/10/2019 14.00,0,63.731,0
23/10/2019 15.00,0,66.538,0
23/10/2019 16.00,0,76.756,0
23/10/2019 17.00,0,92.446,0
23/10/2019 18.00,0,114.065,0
23/10/2019 19.00,0,142.25,0
23/10/2019 20.00,0,164.432,0
23/10/2019 21.00,0,163.791,0
23/10/2019 22.00,0,152.483,0
23/10/2019 23.00,0,151.054,0
24/10/2019 00.00,0,167.078,0
24/10/2019 01.00,0,190.716,0
24/10/2019 02.00,0,215.693,0
24/10/2019 03.00,0,215.163,0
24/10/2019 04.00,0,205.923,0
24/10/2019 05.00,0,206.515,0
24/10/2019 06.00,0,205.001,0
24/10/2019 07.00,0,194.3,0
24/10/2019 08.00,0,175.524,0
24/10/2019 09.00,0,174.839,0
24/10/2019 10.00,0,212.517,0
24/10/2019 11.00,0,238.469,0
24/10/2019 12.00,0,255.596,0
24/10/2019 13.00,0,248.983,0
24/10/2019 14.00,0,228.328,0
24/10/2019 15.00,0,212.923,0
24/10/2019 16.00,0,193.605,0
24/10/2019 17.00,0,188.115,0
24/10/2019 18.00,0,210.996,0
24/10/2019 19.00,0,231.561,0
24/10/2019 20.00,0,226.95,0
24/10/2019 21.00,0,237.978,0
24/10/2019 22.00,0,307.382,0
24/10/2019 23.00,0,347.555,0
25/10/2019 00.00,0,371.938,0
25/10/2019 01.00,0,386.891,0
25/10/2019 02.00,0,381.729,0
25/10/2019 03.00,0,390.249,0
25/10/2019 04.00,0,365.483,0
25/10/2019 05.00,0,317.71,0
25/10/2019 06.00,0,287.724,0
25/10/2019 07.00,0,277.738,0
25/10/2019 08.00,0,272.168,0
25/10/2019 09.00,0,320.807,0
25/10/2019 10.00,0,359.645,0
25/10/2019 11.00,0,375.395,0
25/10/2019 12.00,0,385.027,0
25/10/2019 13.00,0,354.726,0
25/10/2019 14.00,0,302.827,0
25/10/2019 15.00,0,244.174,0
25/10/2019 16.00,0,196,0
25/10/2019 17.00,0,183.178,0
25/10/2019 18.00,0,185.889,0
25/10/2019 19.00,0,215.129,0
25/10/2019 20.00,0,277.906,0
25/10/2019 21.00,0,337.017,0
25/10/2019 22.00,0,419.83,0
25/10/2019 23.00,0,462.888,0
26/10/2019 00.00,0,469.084,0
26/10/2019 01.00,0,473.034,0
26/10/2019 02.00,0,481.551,0
26/10/2019 03.00,0,483.407,0
26/10/2019 04.00,0,481.94,0
26/10/2019 05.00,0,477.588,0
26/10/2019 06.00,0,466.353,0
26/10/2019 07.00,0,445.924,0
26/10/2019 08.00,0,417.597,0
26/10/2019 09.00,0,386.098,0
26/10/2019 10.00,0,361.071,0
26/10/2019 11.00,0,315.231,0
26/10/2019 12.00,0,268.787,0
26/10/2019 13.00,0,261.342,0
26/10/2019 14.00,0,269.279,0
26/10/2019 15.00,0,309.182,0
26/10/2019 16.00,0,355.695,0
26/10/2019 17.00,0,376.457,0
26/10/2019 18.00,0,376.233,0
26/10/2019 19.00,0,369.396,0
26/10/2019 20.00,0,355.149,0
26/10/2019 21.00,0,325.061,0
26/10/2019 22.00,0,279.913,0
26/10/2019 23.00,0,257.894,0
27/10/2019 00.00,0,278.076,0
27/10/2019 01.00,0,280.853,0
27/10/2019 02.00,0,273.675,0
27/10/2019 03.00,0,300.701,0
27/10/2019 04.00,0,334.087,0
27/10/2019 05.00,0,351.742,0
27/10/2019 06.00,0,364.368,0
27/10/2019 07.00,0,362.759,0
27/10/2019 08.00,0,364.229,0
27/10/2019 09.00,0,381.742,0
27/10/2019 10.00,0,391.286,0
27/10/2019 11.00,0,394.172,0
27/10/2019 12.00,0,401.362,0
27/10/2019 13.00,0,394.331,0
27/10/2019 14.00,0,377.066,0
27/10/2019 15.00,0,368.384,0
27/10/2019 16.00,0,364.563,0
27/10/2019 17.00,0,365.796,0
27/10/2019 18.00,0,369.386,0
27/10/2019 19.00,0,372.954,0
27/10/2019 20.00,0,370.541,0
27/10/2019 21.00,0,359.152,0
27/10/2019 22.00,0,352.991,0
27/10/2019 23.00,0,348.965,0
28/10/2019 00.00,0,324.45,0
28/10/2019 01.00,0,305.114,0
28/10/2019 02.00,0,284.01,0
28/10/2019 03.00,0,273.517,0
28/10/2019 04.00,0,249.308,0
28/10/2019 05.00,0,214.357,0
28/10/2019 06.00,0,180.924,0
28/10/2019 07.00,0,138.987,0
28/10/2019 08.00,0,104.951,0
28/10/2019 09.00,0,97.764,0
28/10/2019 10.00,0,106.526,0
28/10/2019 11.00,0,123.815,0
28/10/2019 12.00,0,142.137,0
28/10/2019 13.00,0,153.089,0
28/10/2019 14.00,0,151.233,0
28/10/2019 15.00,0,148.879,0
28/10/2019 16.00,0,155.207,0
28/10/2019 17.00,0,152.487,0
28/10/2019 18.00,0,144.441,0
28/10/2019 19.00,0,137.216,0
28/10/2019 20.00,0,131.479,0
28/10/2019 21.00,0,122.645,0
28/10/2019 22.00,0,124.271,0
28/10/2019 23.00,0,133.212,0
29/10/2019 00.00,0,140.603,0
29/10/2019 01.00,0,145.925,0
29/10/2019 02.00,0,147.204,0
29/10/2019 03.00,0,146.167,0
29/10/2019 04.00,0,146.774,0
29/10/2019 05.00,0,147.182,0
29/10/2019 06.00,0,140.675,0
29/10/2019 07.00,0,129.965,0
29/10/2019 08.00,0,105.871,0
29/10/2019 09.00,0,94.141,0
29/10/2019 10.00,0,96.861,0
29/10/2019 11.00,0,95.639,0
29/10/2019 12.00,0,96.272,0
29/10/2019 13.00,0,98.971,0
29/10/2019 14.00,0,100.851,0
29/10/2019 15.00,0,112.824,0
29/10/2019 16.00,0,122.073,0
29/10/2019 17.00,0,117.583,0
29/10/2019 18.00,0,101.504,0
29/10/2019 19.00,0,79.526,0
29/10/2019 20.00,0,58.088,0
29/10/2019 21.00,0,39.768,0
29/10/2019 22.00,0,25.738,0
29/10/2019 23.00,0,16.179,0
30/10/2019 00.00,0,10.126,0
30/10/2019 01.00,0,6.097,0
30/10/2019 02.00,0,4.259,0
30/10/2019 03.00,0,4.165,0
30/10/2019 04.00,0,4.76,0
30/10/2019 05.00,0,5.875,0
30/10/2019 06.00,0,5.978,0
30/10/2019 07.00,0,7.426,0
30/10/2019 08.00,0,11.439,0
30/10/2019 09.00,0,16.822,0
30/10/2019 10.00,0,25.851,0
30/10/2019 11.00,0,34.445,0
30/10/2019 12.00,0,40.885,0
30/10/2019 13.00,0,45.108,0
30/10/2019 14.00,0,54.176,0
30/10/2019 15.00,0,70.204,0
30/10/2019 16.00,0,85.615,0
30/10/2019 17.00,0,100.415,0
30/10/2019 18.00,0,113.721,0
30/10/2019 19.00,0,125.92,0
30/10/2019 20.00,0,136.704,0
30/10/2019 21.00,0,145.821,0
30/10/2019 22.00,0,157.766,0
30/10/2019 23.00,0,164.279,0
31/10/2019 00.00,0,169.077,0
31/10/2019 01.00,0,170.312,0
31/10/2019 02.00,0,169.987,0
31/10/2019 03.00,0,160.027,0
31/10/2019 04.00,0,144.458,0
31/10/2019 05.00,0,130.686,0
31/10/2019 06.00,0,118.545,0
31/10/2019 07.00,0,107.685,0
31/10/2019 08.00,0,93.25,0
31/10/2019 09.00,0,82.247,0
31/10/2019 10.00,0,79.248,0
31/10/2019 11.00,0,76.509,0
31/10/2019 12.00,0,70.763,0
31/10/2019 13.00,0,61.477,0
31/10/2019 14.00,0,54.993,0
31/10/2019 15.00,0,57.716,0
31/10/2019 16.00,0,59.225,0
31/10/2019 17.00,0,59.549,0
31/10/2019 18.00,0,61.172,0
31/10/2019 19.00,0,66.359,0
31/10/2019 20.00,0,75.237,0
31/10/2019 21.00,0,85.211,0
31/10/2019 22.00,0,98.274,0
31/10/2019 23.00,0,110.803,0
01/11/2019 00.00,0,120.687,0
01/11/2019 01.00,0,131.674,0
01/11/2019 02.00,0,137.194,0
01/11/2019 03.00,0,145.019,0
01/11/2019 04.00,0,161.316,0
01/11/2019 05.00,0,189.463,0
01/11/2019 06.00,0,233.153,0
01/11/2019 07.00,0,268.787,0
01/11/2019 08.00,0,289.512,0
01/11/2019 09.00,0,302.139,0
01/11/2019 10.00,0,308.939,0
01/11/2019 11.00,0,308.492,0
01/11/2019 12.00,0,305.779,0
01/11/2019 13.00,0,292.85,0
01/11/2019 14.00,0,282.169,0
01/11/2019 15.00,0,267.432,0
01/11/2019 16.00,0,255.977,0
01/11/2019 17.00,0,241.37,0
01/11/2019 18.00,0,215.942,0
01/11/2019 19.00,0,190.288,0
01/11/2019 20.00,0,155.612,0
01/11/2019 21.00,0,130.263,0
01/11/2019 22.00,0,115.696,0
01/11/2019 23.00,0,115.937,0
02/11/2019 00.00,0,122.625,0
02/11/2019 01.00,0,132.739,0
02/11/2019 02.00,0,141.392,0
02/11/2019 03.00,0,148.198,0
02/11/2019 04.00,0,154.973,0
02/11/2019 05.00,0,157.765,0
02/11/2019 06.00,0,161.833,0
02/11/2019 07.00,0,166.123,0
02/11/2019 08.00,0,164.055,0
02/11/2019 09.00,0,154.551,0
02/11/2019 10.00,0,145.658,0
02/11/2019 11.00,0,137.2,0
02/11/2019 12.00,0,125.427,0
02/11/2019 13.00,0,111.526,0
02/11/2019 14.00,0,109.913,0
02/11/2019 15.00,0,123.854,0
02/11/2019 16.00,0,149.081,0
02/11/2019 17.00,0,177.515,0
02/11/2019 18.00,0,189.463,0
02/11/2019 19.00,0,190.877,0
02/11/2019 20.00,0,186.777,0
02/11/2019 21.00,0,173.063,0
02/11/2019 22.00,0,163.872,0
02/11/2019 23.00,0,162.857,0
03/11/2019 00.00,0,167.088,0
03/11/2019 01.00,0,148.477,0
03/11/2019 02.00,0,134.805,0
03/11/2019 03.00,0,141.657,0
03/11/2019 04.00,0,139.568,0
03/11/2019 05.00,0,130.714,0
03/11/2019 06.00,0,122.362,0
03/11/2019 07.00,0,101.404,0
03/11/2019 08.00,0,80.523,0
03/11/2019 09.00,0,59.917,0
03/11/2019 10.00,0,38.185,0
03/11/2019 11.00,0,19.084,0
03/11/2019 12.00,0,10.585,0
03/11/2019 13.00,0,10.168,0
03/11/2019 14.00,0,16.805,0
03/11/2019 15.00,0,34.651,0
03/11/2019 16.00,0,57.488,0
03/11/2019 17.00,0,74.611,0
03/11/2019 18.00,0,79.394,0
03/11/2019 19.00,0,83.699,0
03/11/2019 20.00,0,96.502,0
03/11/2019 21.00,0,113.837,0
03/11/2019 22.00,0,134.294,0
03/11/2019 23.00,0,157.678,0
04/11/2019 00.00,0,180.798,0
04/11/2019 01.00,0,200.255,0
04/11/2019 02.00,0,219.672,0
04/11/2019 03.00,0,235.468,0
04/11/2019 04.00,0,251.298,0
04/11/2019 05.00,0,274.864,0
04/11/2019 06.00,0,292.806,0
04/11/2019 07.00,0,303.093,0
04/11/2019 08.00,0,308.938,0
04/11/2019 09.00,0,313.323,0
04/11/2019 10.00,0,325.358,0
04/11/2019 11.00,0,331.719,0
04/11/2019 12.00,0,323.688,0
04/11/2019 13.00,0,318.839,0
04/11/2019 14.00,0,327.214,0
04/11/2019 15.00,0,324.214,0
04/11/2019 16.00,0,312.189,0
04/11/2019 17.00,0,307.663,0
04/11/2019 18.00,0,302.18,0
04/11/2019 19.00,0,297.331,0
04/11/2019 20.00,0,290.179,0
04/11/2019 21.00,0,283.371,0
04/11/2019 22.00,0,274.863,0
04/11/2019 23.00,0,260.723,0
05/11/2019 00.00,0,248.549,0
05/11/2019 01.00,0,237.978,0
05/11/2019 02.00,0,229.842,0
05/11/2019 03.00,0,223.499,0
05/11/2019 04.00,0,226.946,0
05/11/2019 05.00,0,223.511,0
05/11/2019 06.00,0,223.017,0
05/11/2019 07.00,0,216.949,0
05/11/2019 08.00,0,208.262,0
05/11/2019 09.00,0,201.63,0
05/11/2019 10.00,0,182.787,0
05/11/2019 11.00,0,158.408,0
05/11/2019 12.00,0,140.176,0
05/11/2019 13.00,0,134.328,0
05/11/2019 14.00,0,139.001,0
05/11/2019 15.00,0,149.802,0
05/11/2019 16.00,0,155.623,0
05/11/2019 17.00,0,149.987,0
05/11/2019 18.00,0,134.833,0
05/11/2019 19.00,0,117.743,0
05/11/2019 20.00,0,104.382,0
05/11/2019 21.00,0,91.737,0
05/11/2019 22.00,0,80.75,0
05/11/2019 23.00,0,72.502,0
06/11/2019 00.00,0,70.127,0
06/11/2019 01.00,0,71.94,0
06/11/2019 02.00,0,74.404,0
06/11/2019 03.00,0,76.416,0
06/11/2019 04.00,0,75.696,0
06/11/2019 05.00,0,72.009,0
06/11/2019 06.00,0,67.01,0
06/11/2019 07.00,0,61.218,0
06/11/2019 08.00,0,50.387,0
06/11/2019 09.00,0,41.283,0
06/11/2019 10.00,0,33.21,0
06/11/2019 11.00,0,25.94,0
06/11/2019 12.00,0,22.034,0
06/11/2019 13.00,0,21.078,0
06/11/2019 14.00,0,23.888,0
06/11/2019 15.00,0,28.881,0
06/11/2019 16.00,0,28.563,0
06/11/2019 17.00,0,23.004,0
06/11/2019 18.00,0,17.319,0
06/11/2019 19.00,0,13.218,0
06/11/2019 20.00,0,11.696,0
06/11/2019 21.00,0,11.045,0
06/11/2019 22.00,0,9.991,0
06/11/2019 23.00,0,8.714,0
07/11/2019 00.00,0,7.062,0
07/11/2019 01.00,0,5.385,0
07/11/2019 02.00,0,4.693,0
07/11/2019 03.00,0,6.117,0
07/11/2019 04.00,0,8.416,0
07/11/2019 05.00,0,12.588,0
07/11/2019 06.00,0,21.052,0
07/11/2019 07.00,0,31.607,0
07/11/2019 08.00,0,39.294,0
07/11/2019 09.00,0,41.745,0
07/11/2019 10.00,0,39.11,0
07/11/2019 11.00,0,35.66,0
07/11/2019 12.00,0,32.962,0
07/11/2019 13.00,0,33.963,0
07/11/2019 14.00,0,43.386,0
07/11/2019 15.00,0,61.792,0
07/11/2019 16.00,0,82.013,0
07/11/2019 17.00,0,100.881,0
07/11/2019 18.00,0,116.398,0
07/11/2019 19.00,0,130.25,0
07/11/2019 20.00,0,146.822,0
07/11/2019 21.00,0,162.587,0
07/11/2019 22.00,0,180.797,0
07/11/2019 23.00,0,198.65,0
08/11/2019 00.00,0,198.056,0
08/11/2019 01.00,0,176.189,0
08/11/2019 02.00,0,161.317,0
08/11/2019 03.00,0,174.856,0
08/11/2019 04.00,0,202.122,0
08/11/2019 05.00,0,225.882,0
08/11/2019 06.00,0,228.328,0
08/11/2019 07.00,0,224.484,0
08/11/2019 08.00,0,227.808,0
08/11/2019 09.00,0,206.368,0
08/11/2019 10.00,0,177.961,0
08/11/2019 11.00,0,149.617,0
08/11/2019 12.00,0,108.516,0
08/11/2019 13.00,0,72.682,0
08/11/2019 14.00,0,49.516,0
08/11/2019 15.00,0,44.233,0
08/11/2019 16.00,0,36.766,0
08/11/2019 17.00,0,29.946,0
08/11/2019 18.00,0,20.966,0
08/11/2019 19.00,0,13.993,0
08/11/2019 20.00,0,10.034,0
08/11/2019 21.00,0,6.484,0
08/11/2019 22.00,0,2.879,0
08/11/2019 23.00,0,2.486,0
09/11/2019 00.00,0,7.253,0
09/11/2019 01.00,0,14.101,0
09/11/2019 02.00,0,22.554,0
09/11/2019 03.00,0,27.738,0
09/11/2019 04.00,0,28.964,0
09/11/2019 05.00,0,27.023,0
09/11/2019 06.00,0,21.443,0
09/11/2019 07.00,0,19.699,0
09/11/2019 08.00,0,20.31,0
09/11/2019 09.00,0,21.495,0
09/11/2019 10.00,0,27.054,0
09/11/2019 11.00,0,34.837,0
09/11/2019 12.00,0,40.425,0
09/11/2019 13.00,0,43.997,0
09/11/2019 14.00,0,49.751,0
09/11/2019 15.00,0,58.869,0
09/11/2019 16.00,0,63.465,0
09/11/2019 17.00,0,58.587,0
09/11/2019 18.00,0,46.719,0
09/11/2019 19.00,0,34.007,0
09/11/2019 20.00,0,26.513,0
09/11/2019 21.00,0,22.134,0
09/11/2019 22.00,0,19.4,0
09/11/2019 23.00,0,18.219,0
10/11/2019 00.00,0,16.656,0
10/11/2019 01.00,0,13.873,0
10/11/2019 02.00,0,11.547,0
10/11/2019 03.00,0,10.161,0
10/11/2019 04.00,0,8.48,0
10/11/2019 05.00,0,6.522,0
10/11/2019 06.00,0,5.821,0
10/11/2019 07.00,0,6.874,0
10/11/2019 08.00,0,8.792,0
10/11/2019 09.00,0,10.428,0
10/11/2019 10.00,0,14.676,0
10/11/2019 11.00,0,19.27,0
10/11/2019 12.00,0,21.64,0
10/11/2019 13.00,0,22.179,0
10/11/2019 14.00,0,24.31,0
10/11/2019 15.00,0,34.046,0
10/11/2019 16.00,0,57.408,0
10/11/2019 17.00,0,93.244,0
10/11/2019 18.00,0,131.893,0
10/11/2019 19.00,0,170.33,0
10/11/2019 20.00,0,203.64,0
10/11/2019 21.00,0,231.778,0
10/11/2019 22.00,0,266.075,0
10/11/2019 23.00,0,288.106,0
11/11/2019 00.00,0,293.18,0
11/11/2019 01.00,0,292.364,0
11/11/2019 02.00,0,284.275,0
11/11/2019 03.00,0,272.168,0
11/11/2019 04.00,0,234.566,0
11/11/2019 05.00,0,218.538,0
11/11/2019 06.00,0,215.937,0
11/11/2019 07.00,0,219.413,0
11/11/2019 08.00,0,224.593,0
11/11/2019 09.00,0,235.282,0
11/11/2019 10.00,0,244.174,0
11/11/2019 11.00,0,243.846,0
11/11/2019 12.00,0,246.438,0
11/11/2019 13.00,0,246.927,0
11/11/2019 14.00,0,262.915,0
11/11/2019 15.00,0,291.494,0
11/11/2019 16.00,0,317.745,0
11/11/2019 17.00,0,338.917,0
11/11/2019 18.00,0,355.075,0
11/11/2019 19.00,0,367.222,0
11/11/2019 20.00,0,374.133,0
11/11/2019 21.00,0,371.922,0
11/11/2019 22.00,0,365.136,0
11/11/2019 23.00,0,356.981,0
12/11/2019 00.00,0,343.615,0
12/11/2019 01.00,0,337.023,0
12/11/2019 02.00,0,344.231,0
12/11/2019 03.00,0,342.629,0
12/11/2019 04.00,0,341.885,0
12/11/2019 05.00,0,347.529,0
12/11/2019 06.00,0,362.027,0
12/11/2019 07.00,0,389.759,0
12/11/2019 08.00,0,419.149,0
12/11/2019 09.00,0,433.751,0
12/11/2019 10.00,0,433.624,0
12/11/2019 11.00,0,424.379,0
12/11/2019 12.00,0,399.256,0
12/11/2019 13.00,0,356.703,0
12/11/2019 14.00,0,306.848,0
12/11/2019 15.00,0,276.208,0
12/11/2019 16.00,0,262.672,0
12/11/2019 17.00,0,254.995,0
12/11/2019 18.00,0,250.358,0
12/11/2019 19.00,0,272.719,0
12/11/2019 20.00,0,279.543,0
12/11/2019 21.00,0,257.271,0
12/11/2019 22.00,0,241.128,0
12/11/2019 23.00,0,212.522,0
13/11/2019 00.00,0,182.107,0
13/11/2019 01.00,0,165.801,0
13/11/2019 02.00,0,152.04,0
13/11/2019 03.00,0,155.891,0
13/11/2019 04.00,0,171.128,0
13/11/2019 05.00,0,194.161,0
13/11/2019 06.00,0,218.758,0
13/11/2019 07.00,0,236.075,0
13/11/2019 08.00,0,257.928,0
13/11/2019 09.00,0,261.311,0
13/11/2019 10.00,0,280.257,0
13/11/2019 11.00,0,288.86,0
13/11/2019 12.00,0,291.492,0
13/11/2019 13.00,0,294.765,0
13/11/2019 14.00,0,292.362,0
13/11/2019 15.00,0,292.803,0
13/11/2019 16.00,0,297.76,0
13/11/2019 17.00,0,307.817,0
13/11/2019 18.00,0,293.961,0
13/11/2019 19.00,0,270.525,0
13/11/2019 20.00,0,236.178,0
13/11/2019 21.00,0,194.175,0
13/11/2019 22.00,0,165.803,0
13/11/2019 23.00,0,143.018,0
14/11/2019 00.00,0,124.952,0
14/11/2019 01.00,0,115.706,0
14/11/2019 02.00,0,114.32,0
14/11/2019 03.00,0,115.814,0
14/11/2019 04.00,0,117.029,0
14/11/2019 05.00,0,118.453,0
14/11/2019 06.00,0,119.644,0
14/11/2019 07.00,0,114.258,0
14/11/2019 08.00,0,102.84,0
14/11/2019 09.00,0,92.174,0
14/11/2019 10.00,0,85.913,0
14/11/2019 11.00,0,73.816,0
14/11/2019 12.00,0,60.273,0
14/11/2019 13.00,0,50.544,0
14/11/2019 14.00,0,49.733,0
14/11/2019 15.00,0,67.238,0
14/11/2019 16.00,0,101.452,0
14/11/2019 17.00,0,146.899,0
14/11/2019 18.00,0,176.17,0
14/11/2019 19.00,0,194.157,0
14/11/2019 20.00,0,214.263,0
14/11/2019 21.00,0,231.769,0
14/11/2019 22.00,0,242.478,0
14/11/2019 23.00,0,242.109,0
15/11/2019 00.00,0,239.961,0
15/11/2019 01.00,0,249.144,0
15/11/2019 02.00,0,274.863,0
15/11/2019 03.00,0,305.115,0
15/11/2019 04.00,0,346.238,0
15/11/2019 05.00,0,375.054,0
15/11/2019 06.00,0,388.875,0
15/11/2019 07.00,0,408.951,0
15/11/2019 08.00,0,423.401,0
15/11/2019 09.00,0,432.241,0
15/11/2019 10.00,0,427.336,0
15/11/2019 11.00,0,421.111,0
15/11/2019 12.00,0,417.823,0
15/11/2019 13.00,0,415.855,0
15/11/2019 14.00,0,416.112,0
15/11/2019 15.00,0,418.662,0
15/11/2019 16.00,0,415.832,0
15/11/2019 17.00,0,404.728,0
15/11/2019 18.00,0,380.773,0
15/11/2019 19.00,0,360.767,0
15/11/2019 20.00,0,348.873,0
15/11/2019 21.00,0,324.453,0
15/11/2019 22.00,0,283.26,0
15/11/2019 23.00,0,252.368,0
16/11/2019 00.00,0,225.803,0
16/11/2019 01.00,0,200.341,0
16/11/2019 02.00,0,201.536,0
16/11/2019 03.00,0,215.938,0
16/11/2019 04.00,0,198.886,0
16/11/2019 05.00,0,164.199,0
16/11/2019 06.00,0,149.5,0
16/11/2019 07.00,0,157.834,0
16/11/2019 08.00,0,134.816,0
16/11/2019 09.00,0,111.385,0
16/11/2019 10.00,0,87.648,0
16/11/2019 11.00,0,60.078,0
16/11/2019 12.00,0,42.819,0
16/11/2019 13.00,0,41.084,0
16/11/2019 14.00,0,53.922,0
16/11/2019 15.00,0,85.783,0
16/11/2019 16.00,0,144.464,0
16/11/2019 17.00,0,208.583,0
16/11/2019 18.00,0,267.432,0
16/11/2019 19.00,0,329.158,0
16/11/2019 20.00,0,384.181,0
16/11/2019 21.00,0,415.485,0
16/11/2019 22.00,0,432.322,0
16/11/2019 23.00,0,431.408,0
17/11/2019 00.00,0,416.157,0
17/11/2019 01.00,0,391.881,0
17/11/2019 02.00,0,353.149,0
17/11/2019 03.00,0,334.084,0
17/11/2019 04.00,0,324.094,0
17/11/2019 05.00,0,301.129,0
17/11/2019 06.00,0,296.948,0
17/11/2019 07.00,0,269.063,0
17/11/2019 08.00,0,234.33,0
17/11/2019 09.00,0,195.407,0
17/11/2019 10.00,0,149.941,0
17/11/2019 11.00,0,104.041,0
17/11/2019 12.00,0,76.71,0
17/11/2019 13.00,0,43.232,0
17/11/2019 14.00,0,27.244,0
17/11/2019 15.00,0,21.698,0
17/11/2019 16.00,0,26.282,0
17/11/2019 17.00,0,47.789,0
17/11/2019 18.00,0,80.182,0
17/11/2019 19.00,0,109.915,0
17/11/2019 20.00,0,146.498,0
17/11/2019 21.00,0,205.211,0
17/11/2019 22.00,0,249.923,0
17/11/2019 23.00,0,288.673,0
18/11/2019 00.00,0,311.899,0
18/11/2019 01.00,0,318.11,0
18/11/2019 02.00,0,320.817,0
18/11/2019 03.00,0,316.656,0
18/11/2019 04.00,0,297.711,0
18/11/2019 05.00,0,260.217,0
18/11/2019 06.00,0,224.918,0
18/11/2019 07.00,0,200.632,0
18/11/2019 08.00,0,190.138,0
18/11/2019 09.00,0,183.45,0
18/11/2019 10.00,0,170.183,0
18/11/2019 11.00,0,149.979,0
18/11/2019 12.00,0,141.585,0
18/11/2019 13.00,0,138.264,0
18/11/2019 14.00,0,144.449,0
18/11/2019 15.00,0,158.186,0
18/11/2019 16.00,0,161.409,0
18/11/2019 17.00,0,149.996,0
18/11/2019 18.00,0,142.495,0
18/11/2019 19.00,0,164.445,0
18/11/2019 20.00,0,209.368,0
18/11/2019 21.00,0,239.313,0
18/11/2019 22.00,0,261.03,0
18/11/2019 23.00,0,280.524,0
19/11/2019 00.00,0,306.082,0
19/11/2019 01.00,0,301.297,0
19/11/2019 02.00,0,291.302,0
19/11/2019 03.00,0,263.987,0
19/11/2019 04.00,0,234.107,0
19/11/2019 05.00,0,200.255,0
19/11/2019 06.00,0,163.872,0
19/11/2019 07.00,0,128.966,0
19/11/2019 08.00,0,94.325,0
19/11/2019 09.00,0,70.531,0
19/11/2019 10.00,0,73.29,0
19/11/2019 11.00,0,92.299,0
19/11/2019 12.00,0,118.023,0
19/11/2019 13.00,0,139.616,0
19/11/2019 14.00,0,164.049,0
19/11/2019 15.00,0,205.015,0
19/11/2019 16.00,0,228.319,0
19/11/2019 17.00,0,239.474,0
19/11/2019 18.00,0,243.721,0
19/11/2019 19.00,0,235.556,0
19/11/2019 20.00,0,224.978,0
19/11/2019 21.00,0,213.349,0
19/11/2019 22.00,0,188.924,0
19/11/2019 23.00,0,163.867,0
20/11/2019 00.00,0,133.416,0
20/11/2019 01.00,0,103.734,0
20/11/2019 02.00,0,76.609,0
20/11/2019 03.00,0,52.756,0
20/11/2019 04.00,0,32.194,0
20/11/2019 05.00,0,16.243,0
20/11/2019 06.00,0,6.195,0
20/11/2019 07.00,0,5.178,0
20/11/2019 08.00,0,10.583,0
20/11/2019 09.00,0,13.764,0
20/11/2019 10.00,0,11.289,0
20/11/2019 11.00,0,13.314,0
20/11/2019 12.00,0,23.025,0
20/11/2019 13.00,0,44.871,0
20/11/2019 14.00,0,81.284,0
20/11/2019 15.00,0,118.312,0
20/11/2019 16.00,0,132.337,0
20/11/2019 17.00,0,120.367,0
20/11/2019 18.00,0,95.841,0
20/11/2019 19.00,0,66.379,0
20/11/2019 20.00,0,53.693,0
20/11/2019 21.00,0,67.555,0
20/11/2019 22.00,0,109.918,0
20/11/2019 23.00,0,144.452,0
21/11/2019 00.00,0,154.481,0
21/11/2019 01.00,0,142.345,0
21/11/2019 02.00,0,122.635,0
21/11/2019 03.00,0,99.541,0
21/11/2019 04.00,0,78.103,0
21/11/2019 05.00,0,60.191,0
21/11/2019 06.00,0,48.014,0
21/11/2019 07.00,0,41.835,0
21/11/2019 08.00,0,38.604,0
21/11/2019 09.00,0,36.07,0
21/11/2019 10.00,0,33.959,0
21/11/2019 11.00,0,39.481,0
21/11/2019 12.00,0,58.885,0
21/11/2019 13.00,0,92.832,0
21/11/2019 14.00,0,133.232,0
21/11/2019 15.00,0,181.633,0
